genus	CON1	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON2	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON28	CON29	CON3	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON4	CON40	CON5	CON6	CON7	CON8	CON9	GA1	GA10	GA11	GA12	GA13	GA14	GA16	GA17	GA18	GA19	GA2	GA20	GA21	GA3	GA4	GA5	GA6	GA7	GA8	GA9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC16	NC17	NC18	NC19	NC2	NC21	NC22	NC3	NC4	NC5	NC6	NC7	NC8	NC9	qiu_HUA1	qiu_HUA10	qiu_HUA11	qiu_HUA12	qiu_HUA13	qiu_HUA14	qiu_HUA15	qiu_HUA16	qiu_HUA17	qiu_HUA18	qiu_HUA19	qiu_HUA2	qiu_HUA20	qiu_HUA21	qiu_HUA22	qiu_HUA23	qiu_HUA24	qiu_HUA25	qiu_HUA26	qiu_HUA27	qiu_HUA28	qiu_HUA29	qiu_HUA3	qiu_HUA30	qiu_HUA31	qiu_HUA32	qiu_HUA33	qiu_HUA34	qiu_HUA35	qiu_HUA36	qiu_HUA37	qiu_HUA38	qiu_HUA39	qiu_HUA4	qiu_HUA40	qiu_HUA41	qiu_HUA42	qiu_HUA43	qiu_HUA44	qiu_HUA45	qiu_HUA46	qiu_HUA47	qiu_HUA48	qiu_HUA49	qiu_HUA5	qiu_HUA50	qiu_HUA51	qiu_HUA52	qiu_HUA53	qiu_HUA54	qiu_HUA55	qiu_HUA56	qiu_HUA57	qiu_HUA58	qiu_HUA59	qiu_HUA6	qiu_HUA60	qiu_HUA61	qiu_HUA62	qiu_HUA63	qiu_HUA64	qiu_HUA65	qiu_HUA7	qiu_HUA8	qiu_HUA9	zhang_HUA1	zhang_HUA10	zhang_HUA11	zhang_HUA12	zhang_HUA13	zhang_HUA14	zhang_HUA15	zhang_HUA16	zhang_HUA17	zhang_HUA18	zhang_HUA19	zhang_HUA2	zhang_HUA20	zhang_HUA21	zhang_HUA3	zhang_HUA4	zhang_HUA5	zhang_HUA6	zhang_HUA7	zhang_HUA8	zhang_HUA9	SRR9592437	SRR9592438	SRR9592439	SRR9592440	SRR9592441	SRR9592442	SRR9592443	SRR9592444	SRR9592445	SRR9592446	SRR9592447	SRR9592448	SRR9592449	SRR9592450	SRR9592451	SRR9592452	SRR9592453	SRR9592454	SRR9592455	SRR9592456	SRR9592457	SRR9592458	SRR9592459	SRR9592460	SRR9592461	SRR9592462	SRR9592463	SRR9592464	SRR9592465	SRR9592466	SRR9592467	SRR9592468	SRR9592469	SRR9592470	SRR9592471	SRR9592472	SRR9592473	SRR9592474	SRR9592475	SRR9592476	SRR9592477	SRR9592478	SRR9592479	SRR9592481	SRR9592482	SRR9592607	SRR9592608	SRR9592609	SRR9592610	SRR9592611	SRR9592612	SRR9592613	SRR9592614	SRR9592615	SRR9592616	SRR9595012	SRR9595013	SRR9595014	SRR9595015	SRR9595016	SRR9595017	SRR9595018	SRR9595019	SRR15462451	SRR15462452	SRR15462453	SRR15462459	SRR15462470	SRR15462481	SRR15462490	SRR15462491	SRR15462492	SRR15462493	SRR15462494	SRR15462495	SRR15462496	SRR15462497	SRR15462498	SRR15462499	SRR15462500	SRR15462501	SRR15462502	SRR15462503	SRR15462504	SRR15462505	SRR15462506	SRR15462507	SRR15462508	SRR15462509	SRR15462510	SRR15462511	SRR15462512	SRR15462513	SRR15462514	SRR15462515	SRR21068189	SRR21068190	SRR21068191	SRR21068192	SRR21068193	SRR21068194	SRR21068196	SRR21068197	SRR21068198	SRR21068199	SRR21068200	SRR21068201	SRR21068202	SRR21068203	SRR21068204	SRR21068205	SRR21068207	SRR21068208	SRR21068209	SRR21068210	SRR21068211	SRR21068212	SRR21068213	SRR21068214	SRR21068215	SRR21068216	SRR21068218	SRR21068219	SRR21068220	SRR21068221	SRR21068222	SRR21068223	SRR21068224	SRR21068225	SRR21068226	SRR21068227	SRR21068228	SRR21068229	SRR21068230	SRR21068257	SRR21068258	SRR21068259	SRR21068260	SRR21068261	SRR21068262	SRR21068263	SRR21068264	SRR21068265	SRR21068266	SRR21068268	SRR21068269	SRR21068270	SRR21068271	SRR21068272	SRR21068273	SRR21068274	SRR21068275	SRR21068276	SRR21068277	SRR21068279	SRR21068280	SRR21068281	SRR21068282	SRR21068283	SRR21068284	SRR21068285	SRR21068286	SRR21068287	SRR21068288	SRR21068312	SRR21068313	SRR21068314	SRR21068315	SRR21068316	SRR21068317	SRR21068318	SRR21068319	SRR21068322	SRR21068323	SRR21068324	SRR21068325	SRR21068326	SRR21068327	SRR21068328	SRR21068329	SRR21068330	SRR21068331	SRR21068333	SRR21068334	SRR21068335	SRR21068336	SRR21068337	SRR21068338	SRR21068339	SRR21068340	SRR21068341	SRR21068342	SRR21068344	SRR21068345	SRR21068346	SRR21068347	SRR21068348	SRR21068349	SRR21068350	SRR21068351	SRR21068352	SRR21068353
g__Family_XIII_AD3011_group	0	0	182	0	0	0	0	0	3	0	73	0	0	16	0	0	0	0	0	0	0	37	0	0	48	0	0	0	0	0	0	0	0	0	4	0	10	0	0	0	0	0	10	0	0	0	0	18	0	0	0	15	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	15	0	0	61	0	0	0	0	0	0	0	16	0	65	0	0	17	0	6	0	0	0	0	0	23	0	0	0	0	0	19	0	0	29	0	13	0	39	0	0	0	0	0	0	0	21	0	0	0	0	5	33	0	0	191	91	405	0	0	0	0	0	40	217	0	0	0	104	0	0	13	0	2	0	44	25	58	276	0	19	54	0	0	0	0	77	3	0	0	0	0	184	0	43	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	18	0	0	0	0	0	0	57	46	16	0	0	23	8	0	0	0	0	0	5	0	17	0	0	0	0	0	15	0	0	0	0	0	192	0	0	0	0	0	184	0	0	0	5	0	56	44	1	42	0	0	0	88	0	0	0	16	0	0	29	16	0	0	0	0	30	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	13	0	0	0	0	0	0	18	0	16	50	6	0	0	0	0	0	175	0	1	67	0	0	0	264	27	42	20
g__Fenollaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	10	0	0	0	0	0	0	0	11	0	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	251	10	0	0	6	0	0	0	0	17	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1867	0	1759	520	0	0	0	0	0	0	0	0	0	0	22	0	7631	2984	8114	0	0	0	0	0	0	0	0	0	0	0	0	0	985	3007	2928	94	2720	3	0	493	379	3049	769	3666	0	0	22	0	719	3180	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	5	8	0	0	9	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Flavonifractor	15	0	0	84	0	0	189	206	39	26	7	17	393	142	25	74	156	12	0	448	33	30	55	19	168	111	275	0	25	0	17	0	37	0	10	33	0	164	13	100	275	84	0	0	28	0	0	0	12	29	28	0	0	15	0	12	3	13	0	187	0	11	11	28	38	8	150	0	187	596	315	22	1	0	0	0	0	50	0	15	0	54	7	23	33	11	15	11	122	63	13	0	244	30	0	21	1982	491	18	183	89	12	157	75	13	0	907	692	29	32	254	444	243	189	146	134	76	357	117	26	1183	213	37	45	410	1170	111	243	80	11	971	32	179	16	722	383	2029	39	25	54	36	488	248	214	10	48	356	71	129	61	4	5	29	93	324	4	28	31	15	133	84	448	30	11	185	79	0	36	0	0	57	33	163	0	670	0	22	19	17	0	0	17	0	0	0	187	0	0	0	18	0	7	53	0	0	5	0	0	47	177	0	217	13	0	0	100	0	63	28	10	13	0	14	0	275	16	13	33	12	15	33	6	203	26	156	25	29	0	0	189	74	43	0	21	0	0	393	119	0	31	256	313	54	39	16	66	95	128	13	47	19	16	0	51	0	29	0	0	20	12	61	187	30	196	670	670	30	30	30	30	30	448	354	445	30	30	30	354	30	30	30	30	30	30	30	30	30	30	30	30	30	448	30	30	30	30	30	30	30	30	185	30	448	30	30	670	30	30	30	30	30	30	30	184	354	210	30	30	25	131	25	25	1170	25	474	25	25	214	25	176	25	298	25	25	25	86	25	25	236	25	121	896	25	378	25	142	131	25	25	25	189	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	86	25
g__Fournierella	0	0	262	0	0	0	0	0	0	46	0	0	0	30	0	0	0	0	0	0	0	13	37	0	0	0	0	0	30	0	0	0	0	0	375	0	0	0	0	0	0	0	53	0	0	39	0	0	0	0	0	20	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	25	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	19	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	207	0	71	0	0	0	0	3	0	0	0	9	0	0	0	0	0	0	0	27	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	13	0	0	10	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	13	0	13	2	10	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	9	0	0	18	30	0	0	0	0	0	0	9	29	7	0	0	0	7	0	25	0
g__Fusicatenibacter	1487	129	49	317	107	0	19	2	254	638	1794	373	806	359	54	96	454	5269	2326	404	0	1090	91	301	214	0	460	0	52	11862	0	0	9	0	464	59	0	301	36	0	2779	0	35	35	0	52	247	82	58	0	0	0	0	0	0	0	172	0	0	0	0	23	0	395	92	310	0	185	517	1052	129	2368	7	150	70	0	0	0	0	98	0	425	143	0	10617	269	1215	32	0	76	0	0	59	0	0	144	1639	1682	2552	229	0	100	271	102	409	150	1981	1123	285	0	0	494	1201	634	0	5359	905	1741	0	0	0	78	311	1183	27	11258	530	149	921	70	4421	265	4600	443	3208	1447	0	330	493	1183	27	174	86	967	0	563	1522	597	386	112	126	44	0	0	684	126	1201	361	407	0	46	715	368	30	212	10334	715	806	126	259	0	42	0	0	2745	118	0	0	54	0	1087	0	143	0	39	0	305	92	106	91	0	203	57	0	0	217	0	301	374	252	160	417	0	122	125	112	1542	0	1851	516	195	8	36	55	52	59	35	247	0	0	19	265	0	10	0	0	0	118	0	69	0	33	39	17	98	26	0	0	53	47	98	0	0	20	17	163	0	0	0	58	170	0	25	36	145	135	0	14	258	0	27	1386	1178	0	62	96	0	460	79	0	388	10334	139	266	2745	15	3944	105	998	15	150	156	305	822	0	1447	211	176	331	0	789	1081	118	1690	0	715	38	44	894	446	53	0	5314	105	0	0	305	0	2398	0	245	372	39	528	0	92	0	15	0	43	7	0	0	4515	1599	33	0	0	1081	813	224	7	541	0	0	258	89	0	57	121	616	375	0	0	144	2044	15	193	26	19	268	144	597	465	408	0	141	0	70	19	57	296	0	0	103	329	159	26
g__Fusobacterium	183	12	0	0	2878	0	23	25	2129	0	0	437	373	0	44	0	1358	0	788	0	165	0	60	10318	0	17	0	0	15	0	21	2	20	0	6	0	0	0	0	23	26	26	0	0	0	10	23	0	21	0	81	0	0	191	0	23	0	24	0	0	0	0	1520	0	2381	2114	0	0	3	0	0	0	1332	2078	0	3	536	6	0	0	0	0	0	2185	22	18	26	18	25	0	22	6	21	12	0	9531	0	416	32	9	2596	0	35	923	9	0	25	305	0	65995	33911	13	2478	13728	203	6	7	1301	1809	34	2638	227	201	29	7	10	0	59	1908	5	11528	0	36	11	5	2049	11	37581	0	9024	125	632	776	0	50596	0	1479	0	13	156	0	0	0	2843	208	33	13	20251	247	758	2078	3	4	329	0	0	0	0	2127	0	652	2132	0	0	98	162	0	0	0	0	206	59	145	186	0	0	18	0	1061	596	0	0	230	458	27	119	0	0	221	2185	0	0	20	11	13	0	0	0	0	0	21	0	0	0	0	0	26	191	6	0	0	38	64	373	133	61	170	0	147	2878	218	8	24	18	0	0	10318	0	5	15	3674	236	3416	152	0	0	233	696	44	676	251	61	0	443	18	0	0	1635	0	1946	0	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	10318	333	333	333	333	333	333	333	333	333	333	333	333	333	333	333	10318	333	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	35746	818	818	24804	818	818	818	818	818	15902	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818
g__GCA-900066575	0	0	0	0	0	0	267	102	0	0	0	0	0	24	0	4	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	8	0	166	0	0	0	0	0	28	77	0	0	0	0	61	0	0	67	0	169	0	54	0	0	30	0	0	0	0	27	0	0	0	0	0	15	207	0	0	28	59	0	0	0	0	0	58	15	0	0	0	159	0	0	0	0	0	0	451	0	53	0	0	143	152	0	0	0	0	175	35	0	0	0	371	130	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	8	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	371	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	250	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	152	8	8	8	8	8	8	8	8	159	8	8	8	8	8	8	8	8	251	8	8	8	8	8
g__Gemella	0	0	32	0	0	0	5	0	0	0	0	0	5	0	24	0	0	200	0	0	0	14	14	53	0	0	0	0	0	245	10	0	0	0	0	0	0	0	14	0	19	0	0	0	0	23	0	0	0	46	5	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	11	17	0	0	0	0	0	0	0	0	0	0	0	28	0	0	18	0	0	0	0	6	0	0	0	0	0	70	0	15	8	0	103	0	10	19	177	6	0	15	8	28	15	22	0	12	102	0	16	8	26	19	0	18	12	0	45	0	0	12	16	22	20	0	13	186	16	19	22	0	8	5	17	22	8	24	4	0	14	0	9	13	15	42	14	0	3	0	0	0	152	27	28	6	13	4	16	52	8	17	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	5	0	0	0	0	392	12	0	52	0	0	0	0	0	0	0	0	0	149	83	7	0	0	7	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	102	4	4	4	4	4	102	4	76	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	76	4	4	4	136	4	4	4	136	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	7	7	7	7	7	7	7	7	7	7	102	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	186	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
g__Granulicatella	0	0	0	0	10	0	0	0	0	21	0	0	0	0	0	0	0	1	39	0	12	0	0	76	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	84	0	0	0	0	0	0	31	0	5	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	457	11	225	43	110	48	803	104	8	18	35	57	41	139	14	82	123	15	158	24	302	192	36	19	52	13	85	50	33	82	30	42	33	24	133	330	30	33	52	100	99	57	13	45	21	42	14	0	27	30	26	41	9	309	10	12	31	145	3	17	600	159	77	27	21	10	67	72	4	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	20	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	15	0	0	28	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	7	7	7	7	84	7	7	7	7	7	84	7	7	84	7	7	7	7	7	84	7	7	7	7	7	7	7	7	7	7	84	84	7	7	84	7	7	7	7	7	7	7	7	7	7	7	84	7	7	7	7	7	7	15	15	15	15	15	60	15	15	15	84	15	15	15	15	15	15	15	109	15	15	79	54	15	15	15	15	15	15	15	15	15	251	15	15	125	15	15	15	15	15	15	15	15	15	15	15	15	15	15	75
g__Holdemanella	0	0	140	0	0	0	1	30	0	0	459	0	0	222	0	104	0	0	0	0	0	839	0	0	0	0	473	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	3	3	3	427	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	62	0	0	398	0	0	7	0	0	0	0	0	0	0	0	0	295	0	0	0	1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2751	0	0	0	0	0	53	0	0	0	383	0	0	0	3	1733	0	0	0	0	391	1953	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	68	140	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	289	0	0	260	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	431	0	0	110	0	0	0	0	672	125	0	0	0	0	0	0	0	45	0	248	0	4	21	0	0	0	0	1162	0	260	0	0	0	0	0	136	0	473	0	0	0	0	7	0	700	0	0	0	0	0	0	459	0	242	0	0	0	0	0	380	0	0	0	85	38	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1816	0	0	0	0	0	0	0	0	0	0	0	233	0	70	0	0	108	354	0	0	0	17	0	0	0	0	0	0	0	0
g__Howardella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	45	0	0	0	0	104	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	696	0	0	0	0	0	0	0	0	0	0	0	0	81	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	16	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	24	0	0	0	0	0	0	0	0	0	141	0	177	41	0	0	146	0	110	0	0	0	0	361	6	211	38	18	19	43	0	52	0	0	35	0	151	293	0	54	78	36	14	0	35	137	0	237	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	20	0	0	65	0	146	37	118	66	0	0	0	247	0	15	71	0	0	0	0	60	27	117	0
g__Hungatella	0	0	0	8	0	240	0	0	0	2	0	0	82	0	0	0	0	6	0	38	0	27	0	47	0	0	0	0	4	0	0	42	0	0	0	0	0	76	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	112	32	4	0	0	0	0	0	0	0	0	0	66	0	0	18	1	0	0	0	0	0	0	0	0	0	197	37	0	6	172	0	14	0	0	0	0	29	0	210	0	6	83	18	200	8	46	102	17	0	180	21	6	0	0	198	0	0	0	7	25	0	0	0	123	24	145	11	22	0	0	331	0	20	0	0	30	0	67	0	0	0	8	11	23	15	40	0	9	25	6	0	0	0	6	384	0	0	0	0	0	0	0	0	29	0	0	80	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	46	0	7	0	117	0	0	0	0	34	0	9	0	186	0	0	16	0	82	56	29	40	233	0	0	0	12	43	0	0	0	0	0	0	0	0	0	0	24	0	0	7	7	117	100	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	186	100	7	7	7	7	7	7	7	285	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	152	7	7	7	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	152	11	11	11	11	11	11	11	331	11	11	11	11	210	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11
g__Incertae_Sedis	601	0	329	168	0	0	780	1660	0	0	22	0	0	0	0	0	44	118	0	215	0	427	0	0	6	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	6	0	0	270	0	0	0	0	0	0	0	0	966	0	0	0	3	27	0	0	15	0	0	0	43	0	0	0	0	0	0	0	635	0	0	407	0	10	29	0	140	78	0	0	0	0	613	0	25	487	213	24	73	310	6	356	115	21	145	207	513	82	260	1648	394	197	360	389	1066	315	609	251	114	58	105	649	43	14	1016	665	56	119	10	428	419	883	58	755	202	1399	13	116	613	6	617	26	164	186	131	606	436	1984	198	17	30	0	156	8501	288	164	430	153	81	750	11	926	37	237	373	9	0	162	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	24	0	0	10	0	45	0	130	0	20	0	0	52	31	38	31	75	0	11	57	0	0	0	3	36	35	0	0	0	31	124	42	359	15	48	0	101	0	104	0	459	796	266	45	0	0	40	3692	162	139	0	0	0	962	388	0	0	30	32	0	11	22	4	11	82	26	0	714	164	577	0	1447	127	213	364	15	54	0	194	0	0	20	0	0	0	0	0	4	0	0	320	0	0	0	30	2	7	0	42	0	105	0	0	30	0	186	617	0	0	0	0	13	0	0	0	570	23	24	0	37	0	235	65	52	25	201	42	927	7	15	2416	687	420	17	65	351	0	156	0	10	286	0	116	124
g__Intestinimonas	17	0	16	0	0	0	0	0	41	54	72	130	26	0	0	494	0	34	0	0	0	0	0	8	86	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	53	0	0	0	0	21	0	0	20	0	0	0	30	0	0	0	0	0	0	25	34	0	0	2	0	0	0	0	3	0	37	108	0	17	47	0	51	10	437	0	18	0	0	0	0	0	51	0	0	0	0	4	0	0	0	68	0	0	0	0	0	0	21	0	0	0	0	0	8	17	22	0	0	0	93	6	45	0	0	0	0	0	0	0	0	0	0	27	10	0	156	0	0	0	0	0	3	0	0	0	9	0	0	157	0	11	0	0	7	0	5	1	0	273	0	0	0	39	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	6	3	0	0	0	83	0	0	0	49	0	0	0	0	0	47	0	0	0	0	0	0	11	0	38	0	21	0	0	0	0	0	0	64	64	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	23	0	0	0	0	14	0	0	0	0	25	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lachnoclostridium	46	1281	195	237	708	4	242	466	841	708	170	209	773	1129	2216	529	1282	1247	1455	708	485	125	336	708	684	781	463	23	2799	5896	9061	139	312	21	26	604	210	23	184	146	5844	156	74	210	0	719	183	193	72	0	3693	304	702	87	74	102	74	272	105	1010	44	74	521	70	1555	0	220	56	397	460	808	88	130	500	173	26	44	548	290	681	752	139	385	2432	190	5880	546	91	3914	452	642	168	8480	868	21	717	2467	1469	3903	594	1553	327	4484	36597	547	273	2606	3811	1077	2027	3769	1503	2818	999	2063	1447	1893	2217	9255	1232	1694	1219	2436	459	5901	1464	324	323	31885	872	8138	1546	1482	486	711	1170	4704	817	555	1941	1990	908	3041	1187	959	279	547	555	337	1023	52	316	10497	6	1380	4750	250	1429	485	1954	2473	1021	149	1315	500	165	1283	823	1140	708	520	194	474	670	2152	80	58	236	246	0	87	67	132	276	97	1144	57	559	92	34	0	220	281	6	40	81	0	60	503	369	312	1333	74	176	163	220	210	954	280	449	21	26	124	133	702	104	256	388	363	438	212	0	0	195	117	40	23	302	124	1281	837	219	819	1745	46	223	172	90	139	254	336	319	940	34	122	172	86	1209	35	180	78	220	48	876	100	306	121	360	55	45	0	1745	180	2152	180	1054	180	180	180	1281	180	180	1281	180	180	180	1881	1281	2152	180	797	180	180	180	1315	180	180	180	180	180	180	180	1315	180	180	1281	180	180	1315	1281	180	2473	2473	180	180	1281	1027	180	2473	1235	1881	1289	180	180	797	1281	667	1289	459	136	563	136	2198	337	686	563	136	485	509	624	376	606	1209	136	1219	890	1461	1219	974	720	319	136	136	890	563	1355	544	136	789	136	324	341	330	136	136	136	136	136	322	1092	136	136	686	1461	136	136	136	136
